Key	Type	Desc	English	Swedish
Items/LegendaryBowPart1Desc	Text		A specially carved ancient gemstone that focuses energy at its tip. It seems to be the center piece of an ancient powerful weapon.	TODO
Items/LegendaryBowPart2	Text		Fractured Limbs	TODO
Items/LegendaryBowPart2Desc	Text		Golden pieces that once seemed to be fused together to endure great pressure. Something inherently powerful must have broken them apart.	TODO
Items/LegendaryBowPart3	Text		Energy String	TODO
Items/LegendaryBowPart3Desc	Text		A fine filament that has microscopic pieces of ancient gemstones woven into it. Its existence is proof of the absolute mastery over materials by whoever created it.	TODO
Items/LegendaryMiningPick	Text		Soul Seeker	TODO
Items/LegendaryMiningPickDesc	Text		A successor prototype to the Ancient Pickaxe that had been left unfinished before. In the fires of the Ancient Forge it was now finally completed.	TODO
Items/LegendaryMiningPickParchment	Text		Cipher Parchment	TODO
Items/LegendaryMiningPickParchmentDesc	Text		An unusually well preserved scroll made from golden paper. Among the blue edged runes are drawings of an ancient forge resembling the face of a caveling.	TODO
Items/LegendarySword	Text		Rune Song	TODO
Items/LegendarySwordBlade	Text		Chipped Blade	TODO
Items/LegendarySwordBladeDesc	Text		A piece of an ancient weapon. Its glass-like appearance makes it look fragile but it's harder than any material you've seen.	TODO
Items/LegendarySwordDesc	Text		A legendary sword that hums when swung through the air. Its durability is a sign of extraordinary craftsmanship and it has the power to defeat enemies in one strike.	TODO
Items/LegendarySwordGemstone	Text		Clear Gemstone	TODO
Items/LegendarySwordGemstoneDesc	Text		A piece of an ancient weapon. Even though it is of the same material as ancient gemstones, this one feels unnaturally clear and infused with a strange energy.	TODO
Items/LegendarySwordParchment	Text		Rune Parchment	TODO
Items/LegendarySwordParchmentDesc	Text		An unusually well preserved piece of ancient paper. The runes are impossible to decipher but small symbols hint at it being the recipe for a strange weapon.	TODO
Items/Lever	Text		Lever	TODO
Items/LeverDesc	Text		Generates a low amount of electricity that can be turned on and off.	TODO
Items/LightningGun	Text		Stormbringer	TODO
Items/LightningGunDesc	Text		Augmented by a mysterious energy, this weapon unleashes chaining arcs of lightning upon your foes. Holding it sends a tingling sensation through your arms.	TODO
Items/LiquidMetal	Text		Splendid Amalgam	TODO
Items/LiquidMetalBasin	Text		Amalgam Basin	TODO
Items/LiquidMetalBasinDesc	Text		A natural rock formation with volcanic activity. Its connection to the earth's depths allowed it to form a special kind of metal.	TODO
Items/LiquidMetalDesc	Text		A boiling-hot metallic fluid that merges with the bodies' cells after consumption, making them more resilient.	TODO
Items/LiquidMetalVent	Text		Amalgam Vent	TODO
Items/LiquidMetalVentDesc	Text		A side-formation of the Amalgam Basin that gets rid of built up heat.	TODO
Items/LithoTrilobite	Text		Litho Trilobite	TODO
Items/LithoTrilobiteDesc	Text		The mutated offspring of its extinct ancestor. Its grey shell had adapted to withstand extreme pressure.	TODO
Items/LockedCopperChest	Text		Locked Copper Chest	TODO
Items/LockedCopperChestDesc	Text		A crude chest made from copper with heavy chains strung around it. It could be opened with the right key.	TODO
Items/LockedGalaxiteChest	Text		Locked Galaxite Chest	TODO
Items/LockedGalaxiteChestDesc	Text		An indestructible chest made from galaxite with heavy chains strung around it. It could be opened with the right key.	TODO
Items/LockedIronChest	Text		Locked Iron Chest	TODO
Items/LockedIronChestDesc	Text		An old chest made from iron with heavy chains strung around it. It could be opened with the right key.	TODO
Items/LockedKingChest	Text		Locked Desert King Chest	TODO
Items/LockedOctarineChest	Text		Locked Octarine Chest	TODO
Items/LockedOctarineChestDesc	Text		A clunky chest made from octarine with heavy chains strung around it. It could be opened with the right key.	TODO
Items/LockedPrinceChest	Text		Locked Desert Prince Chest	TODO
Items/LockedQueenChest	Text		Locked Desert Queen Chest	TODO
Items/LockedScarletChest	Text		Locked Scarlet Chest	TODO
Items/LockedScarletChestDesc	Text		A sturdy chest made from scarlet with heavy chains strung around it. It could be opened with the right key.	TODO
Items/LockedSolariteChest	Text		Locked Solarite Chest	TODO
Items/LockedSolariteChestDesc	Text		A shimmering chest made from solarite with heavy chains strung around it. It could be opened with the right key.	TODO
Items/LogicCircuit	Text		Logic Circuit	TODO
Items/LogicCircuitDesc	Text		Electricity can move through the circuit when it receives electricity on exactly 2 out of 3 inputs.	TODO
Items/LoomSpinningWheel	Text		Loom	TODO
Items/LoomSpinningWheelDesc	Text		This archaic device makes it possible to turn fiber into beautiful clothing and costumes.	TODO
Items/LooseFlooring	Text	A decorative flooring item like bricks or stone plates, they can change design a bit depending on what the player color them hence why we don't call it just 'stone plates' or so	Loose Flooring	TODO
Items/LooseFlooringDesc	Text		A collection of workable groundcover made from clay. A true hobbyist might turn them into different shapes and colors.	TODO
Items/LostPaddle	Text		Lost Paddle	TODO
Items/LostPaddleDesc	Text		Somewhere someone must paddle around in circles.	TODO
Items/LucentOakTree	Text		Lucent Oak	TODO
Items/LucentOakTreeDesc	Text		What once seemed to have been a normal tree got permeated by crystals, turning it into a living work of art.	TODO
Items/LuckyRing	Text		Lucky Ring	TODO
Items/LuckyRingDesc	Text		A cheaply made ring from a vending machine. If you believe hard enough you may feel more lucky.	TODO
Items/LumpOfCoal	Text		Lump of Coal	TODO
Items/LumpOfCoalDesc	Text		A dusty piece of coal that leaves your hands black and your conscience tainted. Have you perhaps been naughty?	TODO
Items/Lunacorn	Text		Lunacorn	TODO
Items/LunacornDesc	Text		A mealy, colorful crop that increases your toughness.	TODO
Items/LunacornRare	Text		Golden Lunacorn	TODO
Items/LunacornRareDesc	Text		A very rare variant of the common lunacorn.	TODO
Items/LunacornSeed	Text		Lunacorn Seed	TODO
Items/LunacornSeedDesc	Text		Grows into an inspiriting crop when planted. Only grows in crystal ground.	TODO
Items/LuxuriousHandmirror	Text		Luxurious Handmirror	TODO
Items/LuxuriousHandmirrorDesc	Text		A hand-held mirror in great condition. Clearly someone had a sense of beauty.	TODO
Items/MagicMirror	Text		Magic Mirror	TODO
Items/MagicMirrorDesc	Text		This mysterious piece of furniture has been enhanced in strange ways. Looking into it makes it possible to change your appearance.	TODO
Items/MagicPotion	Text		Arcane Potion	TODO
Items/MagicPotionDesc	Text		A volatile concoction that amplifies your magical energy.	TODO
Items/MagneticRing	Text		Magnetic Ring	TODO
Items/MagneticRingDesc	Text		A strange ring that pulls in loot around you in a higher radius. Magnets, how do they work?	TODO
Items/MalugazTrophy	Text		Malugaz Figurine	TODO
Items/MalugazTrophyDesc	Text		A lifelike representation of Malugaz the Corrupted.	TODO
Items/Mannequin	Text		Mannequin	TODO
Items/MannequinDesc	Text		A wooden figure that's great for showcasing gear and feeling less alone.	TODO
Items/MeadowBush	Text		Meadow Bush	TODO
Items/MeadowBushDesc	Text		A golden-colored patch of meadow grass to use as a decorative.	TODO
Items/MeadowTallGrass	Text		Tall Meadow Grass	TODO
Items/MeadowTallGrassDesc	Text		A large golden-colored patch of tall meadow grass to use as a decorative.	TODO
Items/MeadowTree	Text		Meadow Tree	TODO
Items/MeadowTreeDesc	Text		The tranquility of the meadow produced a Lush Tree variant that grows golden-colored leafs. Plant it back into the ground to decorate your home.	TODO
Items/Meat	Text		Marbled Meat	TODO
Items/MeatDesc	Text		A thick slab of meat, waiting to be simmered and seasoned.	TODO
Items/MechanicalArm	Text		Mechanical Arm	TODO
Items/MechanicalArmDesc	Text		An overgrown piece of ancient technology. The joints are stiff but it must have performed remarkable tasks in the past.	TODO
Items/MechanicalPart	Text		Mechanical Part	TODO
Items/MechanicalPartDesc	Text		A piece of ancient machinery.	TODO
Items/MeltingCrystalRing	Text		Melting Crystal Ring	TODO
Items/MeltingCrystalRingDesc	Text		A gooey ring dripping slippery slime on the floor.	TODO
Items/MetalGrateBridge	Text		Metal Grate	TODO
Items/MetalGrateBridgeDesc	Text		A metal bridge that was used to cross lava in the molten quarry.	TODO
Items/MildewLeaf	Text		Mildew Leaf	TODO
Items/MildewLeafDesc	Text		A leaf with white mold spots on it, apart from that it looks unscathed.	TODO
Items/Milk	Text		Meadow Milk	TODO
Items/MilkDesc	Text		A bottle of milk with a slight vanilla aroma and an earthy aftertaste.	TODO
Items/Mimite	Text	Mimite is a word combination from Mimic + Mite. Please translate accordingly into other languages	Mimite	TODO
Items/MimiteTrophy	Text		Mimite Figurine	TODO
Items/MimiteTrophyDesc	Text		A lifelike representation of a Mimite.	TODO
Items/Minecart	Text		Minecart	TODO
Items/MinecartDesc	Text		Allows riding the railways with high speed.	TODO
Items/MinerBreastArmor	Text		Miner's Labour Suit	TODO
Items/MinerBreastArmorDesc	Text		An airtight zip-up suit for working in deep caverns. The flashy orange makes it official.	TODO
Items/MinerHelm	Text		Miner's Protective Helm	TODO
Items/MinerHelmDesc	Text		A handy helm with integrated goggles and a still functioning headlamp.	TODO
Items/MinerPantsArmor	Text		Miner's Worker Pants	TODO
Items/MinerPantsArmorDesc	Text		Well-fitting pants that make traversing the underground much more convenient. Comes with squeaky rubber boots.	TODO
Items/MinionPotion	Text		Pact of Power Potion	TODO
Items/MinionPotionDesc	Text		An ominous looking liquid that elevates the power of your summoned forces.	TODO
Items/MinionRange	Text		Bat Minion	TODO
Items/MoldChest	Text		Mold Chest	TODO
Items/MoldChestDesc	Text		This ancient chest has been overgrown with mold.	TODO
Items/MoldCicada	Text		Mold Cicada (Sickle)	TODO
Items/MoldCicadaDesc	Text		A colossal cicada that died before it could cast off its hull. It looks like it got infected with an aggressive mold that caused it to run rampant.	TODO
Items/MoldCicadaWithoutSickle	Text		Mold Cicada	TODO
Items/MoldCicadaWithoutSickleDesc	Text		A colossal cicada that died before it could cast off its hull. It looks like it got infected with an aggressive mold that caused it to run rampant.	TODO
Items/MoldDestructible	Text		Mold Vessel	TODO
Items/MoldDestructibleDesc	Text		A hollow, fuzzy fungus. Breaking it open may yield some useful goods.	TODO
Items/MoldDew	Text		Mold Dew	TODO
Items/MoldDewDesc	Text		Golden-colored dew that emanated from mold spores, maybe someone can find a use for it.	TODO
Items/MoldPillar	Text		Mold Pillar	TODO
Items/MoldPillarDesc	Text		An ancient pillar featuring the core, it is overgrown by mold.	TODO
Items/MoldRing	Text		Mold Ring	TODO
Items/MoldRingDesc	Text		A soft ring slowly releasing mold spores.	TODO
Items/MoldShark	Text		Mold Shark	TODO
Items/MoldSharkDesc	Text		A small predator of the murky mold waters.	TODO
Items/MoldShell	Text		Mold Shell	TODO
Items/MoldShellDesc	Text		The fuzzy, pale housing of a critter that has moved on.	TODO
Items/MoldTentacle	Text		Mold Tentacle	TODO
Items/MoldTentacleTrophy	Text		Mold Tentacle Figurine	TODO
Items/MoldTentacleTrophyDesc	Text		A lifelike representation of a Mold Tentacle.	TODO
Items/MoldTree	Text		Mold Tree	TODO
Items/MoldTreeDesc	Text		A once green tree that is thoroughly infected with mold.	TODO
Items/MoldVeinNecklace	Text		Mold Vein Necklace	TODO
Items/MoldVeinNecklaceDesc	Text		A circle of white organic filaments, it latches onto the skin.	TODO
Items/MoldWell	Text		Mold Well	TODO
Items/MoldWellDesc	Text		You surely don't want to water your plants with its contents.	TODO
Items/MoldwebBreastArmor	Text		Moldweb Breastplate	TODO
Items/MoldwebBreastArmorDesc	Text		A chest-piece covered in living mold, hungering for big prey.	TODO
Items/MoldwebHelm	Text		Moldweb Helm	TODO
Items/MoldwebHelmDesc	Text		A head-piece covered in living mold. Its pulse enhances your bodily functions.	TODO
Items/MoldwebPantsArmor	Text		Moldweb Pants	TODO
Items/MoldwebPantsArmorDesc	Text		Legwear covered in living mold. It seems uninterested in feeding on the wearer.	TODO
Items/MoltenButterflyWing	Text		Melting Lava Wing	TODO
Items/MoltenButterflyWingDesc	Text		The wing of a lava butterfly, swinging it causes sparks to fly off in all directions.	TODO
Items/MoonstoneOffhand	Text		Moonstone	TODO
Items/MoonstoneOffhandDesc	Text		This pristine crystal is filled with energy. It makes you feel determined.	TODO
Items/MorphaBag	Text		Morpha's Bubble Bag	TODO
Items/MorphaBagDesc	Text		An elastic bag with lots of space that formed from one of Morpha's outer growths.	TODO
Items/MorphaChest	Text		Morpha's Chest	TODO
Items/MorphaChestDesc	Text		A slime-covered chest reminiscent of the Aquatic Mass.	TODO
Items/MorphaRing	Text		Morpha's Ring	TODO
Items/MorphaRingDesc	Text		A strange, little loop made from blue slime, it almost slides off of your finger.	TODO
Items/MorphaTrophy	Text		Morpha Figurine	TODO
Items/MorphaTrophyDesc	Text		A lifelike representation of Morpha, the Aquatic Mass.	TODO
Items/MucusAmoeba	Text		Mucus Amoeba	TODO
Items/MucusAmoebaDesc	Text		A slimy giant amoeba, it seems to be looking at you.	TODO
Items/MummyCaveling	Text		Caveling Mummy	TODO
Items/Mushroom	Text		Mushroom	TODO
Items/MushroomBrute	Text		Shrooman Brute	TODO
Items/MushroomDesc	Text		A small cave mushroom, perfect for a snack on the go.	TODO
Items/MushroomEnemy	Text		Shrooman	TODO
Items/MushroomEnemyTrophy	Text		Shrooman Figurine	TODO
Items/MushroomEnemyTrophyDesc	Text		A lifelike representation of a shrooman.	TODO
Items/MushroomHelm	Text		Shrooman Cap	TODO
Items/MushroomHelmDesc	Text		It grows on your head. You can feel your wounds growing shut along with it.	TODO
Items/MushroomPlural	Text		Mushrooms	TODO
Items/MusicBowl	Text		Music Bowl	TODO
Items/MusicBowlDesc	Text		A precious bowl holding a golden cylinder that once seemed to have played a melancholic melody. But it stopped working.	TODO
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAlone	Text		CSD!3!? – It's Dangerous To Go Alone	TODO
Items/MusicSheetCookServeDelicious3ItsDangerousToGoAloneDesc	Text		A composition containing a motivating melody. Putting it on a music sheet stand lets one play the melody with an instrument.	TODO
Items/MusicSheetCoreKeeperBaseTheme	Text		Core Keeper - Base Theme	TODO
Items/MusicSheetCoreKeeperBaseThemeDesc	Text		A composition containing a homely melody. Putting it on a music sheet stand lets one play the melody with an instrument.	TODO
Items/MusicSheetHappyBirthday	Text		Happy Birthday To You	TODO
Items/MusicSheetHappyBirthdayDesc	Text		A composition containing a celebrative birthday melody. Putting it on a music sheet stand lets one play the melody with an instrument.	TODO
Items/MusicSheetOwlBoyMainTheme	Text		Owlboy - Main Title	TODO
Items/MusicSheetOwlBoyMainThemeDesc	Text		A composition containing an uplifting melody. Putting it on a music sheet stand lets one play the melody with an instrument.	TODO
Items/MusicSheetStand	Text		Music Sheet Stand	TODO
Items/MusicSheetStandDesc	Text		A useful piece of furniture to prop up music sheets. When a music sheet is inserted, one can play the melody it contains with an instrument.	TODO
Items/MusicSheetStardewValleyItsABigWorldOutside	Text		Stardew Valley - Spring (It's a Big World Outside)	TODO
Items/MusicSheetStardewValleyItsABigWorldOutsideDesc	Text		A composition containing a relaxing melody. Putting it on a music sheet stand lets one play the melody with an instrument.	TODO
Items/MusicSheetTerrariaJourneysBeginning	Text		Terraria - Journey's Beginning	TODO
