Key	Type	Desc	English	Swedish
Items/PaintBrushRedDesc	Text		Used to paint certain objects red.	
Items/PaintBrushTeal	Text		Teal Paint Brush	
Items/PaintBrushTealDesc	Text		Used to paint certain objects teal.	
Items/PaintBrushWhite	Text		White Paint Brush	
Items/PaintBrushWhiteDesc	Text		Used to paint certain objects white.	
Items/PaintBrushYellow	Text		Yellow Paint Brush	
Items/PaintBrushYellowDesc	Text		Used to paint certain objects yellow.	
Items/PaintableFloor	Text		Paintable Floor	
Items/PaintableFloorDesc	Text		A paintable bleak stone floor to make your base more colorful.	
Items/PaintableLitFloor	Text		Lit Floor	
Items/PaintableLitFloorDesc	Text		A plain floor tile that magically lights up by itself. Can be painted and placed under almost every other floor cover.	
Items/PaintersTable	Text		Painter's Table	
Items/PaintersTableDesc	Text		Workbench to create a selection of colorful brushes.	
Items/Painting	Text		Painting	
Items/PaintingDesc	Text		This framed, blank canvas is just waiting to be turned into a masterpiece.	
Items/PaleKelp	Text		Pale Kelp	
Items/PaleKelpDesc	Text		A pale lump of marine plants.	
Items/PandoriumAxe	Text		Pandorium Axe	
Items/PandoriumAxeDesc	Text		This weapon has been designed by minds twisted in the darkness of The Passage. It tears more than it cuts.	
Items/PandoriumBar	Text		Pandorium Bar	
Items/PandoriumBarDesc	Text		A twisted ingot for twisted blacksmithing.	
Items/PandoriumBreastArmor	Text		Pandorium Chestplate and Bracers	
Items/PandoriumBreastArmorDesc	Text		These plates feel inexplicably connected to your entire nervous system. When worn, your muscles twitch with anticipation.	
Items/PandoriumCrystal	Text		Pandorium Crystal	
Items/PandoriumCrystalDesc	Text		This large crystal formation pops and sputters with chaotic energy.	
Items/PandoriumHelm	Text		Pandorium Helm	
Items/PandoriumHelmDesc	Text		Glistening and twisted. When worn, you feel attuned to all possible outcomes.	
Items/PandoriumOre	Text		Pandorium Ore	
Items/PandoriumOreBoulder	Text		Pandorium Ore Boulder	
Items/PandoriumOreDesc	Text		An ore brimming with chaotic potential. Can be found growing on fossil ground.	
Items/PandoriumPantsArmor	Text		Pandorium Pants	
Items/PandoriumPantsArmorDesc	Text		Light and breathable leg armor. When worn, you can sense the smallest tremors beneath your feet.	
Items/ParasiteFossil	Text		Parasite Fossil	
Items/ParasiteFossilDesc	Text		The petrified remains of an ancient parasite, it is uncertain if it's really dead.	
Items/ParsecPalsDolls	Text		Mysterious Doll Set	
Items/ParsecPalsDollsDesc	Text		A pair of green dolls wearing clothes, sitting together they look like great pals.	
Items/PassageChest	Text		Cultist Chest	
Items/PassageChestDesc	Text		An old chest used to store a variety of mischievous goods.	
Items/PassageCraftingStatue	Text		Rift Statue	
Items/PassageCraftingStatueDesc	Text		This statue opens a rift to a mysterious entity. It seems willing to trade.	
Items/PassageDestructible	Text		Fossil Cluster	
Items/PassageDestructibleDesc	Text		Stacks of calcified marine fossils. There may be some resources inside.	
Items/PassageStalagmite	Text		"Fossil Stalagmite
"	
Items/PassageStalagmiteDesc	Text		A pillar made of many entangled creatures.	
Items/PearlLantern	Text		Pearl Lantern	
Items/PearlLanternDesc	Text		A shimmering blue pearl in a scallop that illuminates your path above the dark depths of the sea.	
Items/PeasantBreastArmor	Text		Peasant Chest	
Items/PeasantBreastArmorDesc	Text		A simple makeshift armor for the upper body.	
Items/PeasantHelm	Text		Peasant Hat	
Items/PeasantHelmDesc	Text		Simple leather hat, doesn't look that great but does its job.	
Items/PeasantPantsArmor	Text		Peasant Pants	
Items/Pedestal	Text		Pedestal	
Items/PedestalDesc	Text		Showcase your findings!	
Items/PepperSoup	Text		Pepper Soup	
Items/PetBird	Text		Owlux	
Items/PetBirdDesc	Text		A swift, beaked ally. While too shy to partake in battle, it still has your back!	
Items/PetBirdEgg	Text		Lively Egg	
Items/PetBirdEggCracked	Text		Cracked Lively Egg	
Items/PetBirdEggCrackedDesc	Text		A mysterious, feathered egg that is about to hatch.	
Items/PetBirdEggDesc	Text		A mysterious, feathered egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetBunny	Text	Name is a combination of Fan + Hare. Translations can be creative as long as hare, bunny, lapin + its long, fan-like ears or poisonous properties are considered.	Fanhare	
Items/PetBunnyDesc	Text		This feather-eared rodent is an able companion, making up for its size by swinging poisonous, sturdy hair into the enemy.	
Items/PetBunnyEgg	Text		Nimble Egg	
Items/PetBunnyEggCracked	Text		Cracked Nimble Egg	
Items/PetBunnyEggCrackedDesc	Text		A mysterious, feather-eared egg that is about to hatch.	
Items/PetBunnyEggDesc	Text		A mysterious, feather-eared egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetCandy	Text		Pet Pellet	
Items/PetCandyDesc	Text		This handful of treats with different meaty flavours is a great addition to your pets' diet.	
Items/PetCandyEpic	Text		Beast Booster	
Items/PetCandyEpicDesc	Text		Fully packed with vitamins, flavours and lots of energy, this treat is the pinnacle of how you can spoil your pets.	
Items/PetCandyRare	Text		Rare Candy	
Items/PetCandyRareDesc	Text		A nutrient-rich snack that's highly sought after. Your pets will go crazy over this!	
Items/PetCat	Text	Again, the name should feel whimsical and be a creative combination of cat/breed/cat parts + its fire shooting properties. It's fine if it doesn't exactly match the names in other languages	Embertail	
Items/PetCatDesc	Text		Spontaneous and impulsive in nature, this pet is as fierce in battle as it is at clawing at furniture. But also incredibly cuddly.	
Items/PetCatEgg	Text		Curious Egg	
Items/PetCatEggCracked	Text		Cracked Curious Egg	
Items/PetCatEggCrackedDesc	Text		A mysterious, curly-tailed egg that is about to hatch.	
Items/PetCatEggDesc	Text		A mysterious, curly-tailed egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetDog	Text	Try to find a word mix with dog/breeds + anything related to subterran, cave, den or similar when doing translations.	Subterrier	
Items/PetDogDesc	Text		A canine companion that is out to smite your enemies, endlessly lick his paws and in general just be a good pal.	
Items/PetDogEgg	Text		Loyal Egg	
Items/PetDogEggCracked	Text		Cracked Loyal Egg	
Items/PetDogEggCrackedDesc	Text		A mysterious, pointy-eared egg that is about to hatch.	
Items/PetDogEggDesc	Text		A mysterious, pointy-eared egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetLavaSlimeBlob	Text		Jr. Lava Slime	
Items/PetLavaSlimeBlobDesc	Text		A scorching little friend that is ready for adventures underground.	
Items/PetLavaSlimeBlobEgg	Text		Oozy Lava Egg	
Items/PetLavaSlimeBlobEggCracked	Text		Cracked Oozy Lava Egg	
Items/PetLavaSlimeBlobEggCrackedDesc	Text		A mysterious, transparent egg that is about to hatch.	
Items/PetLavaSlimeBlobEggDesc	Text		A mysterious, transparent egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetMoth	Text		Pheromoth	
Items/PetMothDesc	Text		A friendly companion from the moldy habitat. Its silky wings are not fit for battle but it will support you from a safe distance.	
Items/PetMothEgg	Text		Fuzzy Egg	
Items/PetMothEggCracked	Text		Cracked Fuzzy Egg	
Items/PetMothEggCrackedDesc	Text		A mysterious, mold-covered egg that is about to hatch.	
Items/PetMothEggDesc	Text		A mysterious, mold-covered egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetPoisonSlimeBlob	Text		Jr. Purple Slime	
Items/PetPoisonSlimeBlobDesc	Text		A poisonous little friend that is ready for adventures underground.	
Items/PetPoisonSlimeBlobEgg	Text		Oozy Poison Egg	
Items/PetPoisonSlimeBlobEggCracked	Text		Cracked Oozy Poison Egg	
Items/PetPoisonSlimeBlobEggCrackedDesc	Text		A mysterious, transparent egg that is about to hatch.	
Items/PetPoisonSlimeBlobEggDesc	Text		A mysterious, transparent egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetPrinceSlimeBlob	Text		Prince Slime	
Items/PetPrinceSlimeBlobDesc	Text		A royal little friend that is ready for adventures underground.	
Items/PetPrinceSlimeBlobEgg	Text		Oozy Royal Egg	
Items/PetPrinceSlimeBlobEggCracked	Text		Cracked Oozy Royal Egg	
Items/PetPrinceSlimeBlobEggCrackedDesc	Text		A mysterious, transparent egg that is about to hatch.	
Items/PetPrinceSlimeBlobEggDesc	Text		A mysterious, transparent egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetRock	Text		Pet Rock	
Items/PetRockDesc	Text		It's Bob the pet rock. Don't drop or throw him, he has feelings too.	
Items/PetSlimeBlob	Text		Jr. Orange Slime	
Items/PetSlimeBlobDesc	Text		An oozy little friend that is ready for adventures underground.	
Items/PetSlimeBlobEgg	Text		Oozy Egg	
Items/PetSlimeBlobEggCracked	Text		Cracked Oozy Egg	
Items/PetSlimeBlobEggCrackedDesc	Text		A mysterious, transparent egg that is about to hatch.	
Items/PetSlimeBlobEggDesc	Text		A mysterious, transparent egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetSlipperySlimeBlob	Text		Jr. Blue Slime	
Items/PetSlipperySlimeBlobDesc	Text		A slippery little friend that is ready for adventures underground.	
Items/PetSlipperySlimeBlobEgg	Text		Oozy Slippery Egg	
Items/PetSlipperySlimeBlobEggCracked	Text		Cracked Oozy Slippery Egg	
Items/PetSlipperySlimeBlobEggCrackedDesc	Text		A mysterious, transparent egg that is about to hatch.	
Items/PetSlipperySlimeBlobEggDesc	Text		A mysterious, transparent egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetTardigrade	Text		Snugglygrade	
Items/PetTardigradeDesc	Text		This supersized relative of the tardigrade loves to nap in the loose sediment of the Passage. Its upbringing in a harsh environment made it an able defender, too.	
Items/PetTardigradeEgg	Text		Squishy Egg	
Items/PetTardigradeEggCracked	Text		Cracked Squishy Egg	
Items/PetTardigradeEggCrackedDesc	Text		A mysterious, mutli-layered egg that is about to hatch.	
Items/PetTardigradeEggDesc	Text		A mysterious, multi-layered egg that seems to react to your presence. Is there a way to hatch it?	
Items/PetalRing	Text		Petal Ring	
Items/PetalRingDesc	Text		A precious ring that has naturally grown in the yellow blossoms of the jungle caves.	
Items/PetrifiedCoral	Text		Petrified Coral	
Items/PetrifiedCoralDesc	Text		Grey and porous piece of a giant eco system. The ocean it belonged to seems long gone.	
Items/PetrifiedEgg	Text		Petrified Egg	
Items/PetrifiedEggDesc	Text		Fossilized egg shell, it feels light and brittle.	
Items/PetrifiedTrilobite	Text		Petrified Trilobite	
Items/PetrifiedTrilobiteDesc	Text		The fossil of a long gone critter species. They are ancestors of a big variety of lifeforms.	
Items/Pewpaya	Text		Pewpaya	
Items/PewpayaDesc	Text		A juicy, sweet fruit that clears your mind and raises focus.	
Items/PewpayaRare	Text		Golden Pewpaya	
Items/PewpayaRareDesc	Text		A very rare variant of the common pewpaya.	
Items/PewpayaSeed	Text		Pewpaya Seed	
Items/PewpayaSeedDesc	Text		Grows into a juicy fruit when planted in beach sand.	
Items/PickaxeHead	Text		Pickaxe Head	
Items/PickaxeHeadDesc	Text		The top part of an iron pickaxe that is partially molten. It must have been broken while working under extreme conditions.	
Items/PileOfChum	Text		Pile of chum	
Items/PileOfChumDesc	Text		Undigested remains of prey that could double down as food for fish. Place it in a habitable room and a character interested in fishing may move in.	
Items/Pinegrapple	Text		Pinegrapple	
Items/PinegrappleDesc	Text		An intensely tasty fruit that has you clench your weapons tightly.	
Items/PinegrappleRare	Text		Golden Pinegrapple	
Items/PinegrappleRareDesc	Text		A very rare variant of the common pinegrapple.	
Items/PinegrappleSeed	Text		Pinegrapple Seed	
Items/PinegrappleSeedDesc	Text		Grows into a refreshing sour and sweet fruit when planted in beach sand.	
Items/PinkCherryFlower	Text		Pink Cherry Blossom	
Items/PinkCherryFlowerDesc	Text		"A vibrant pink blossom that fell from a ""weeping"" tree. Its short-lived blooming period reminds one of the transcience of life."	
Items/PinkCherryTree	Text		Pink Cherry Tree	
Items/PinkCherryTreeDesc	Text		"This ""weeping"" tree holds its branches low, letting the blossoms droop towards the ground. It is said that brave warriors took depictions of those trees with them into their final battle."	
Items/PinkCoralotl	Text		Pink Coralotl	
Items/PinkCoralotlDesc	Text		A small pink amphibian with outward-protruding gills that look like corals. It also uses them to draw nutrients out of the waters of the Sunken Sea.	
Items/PinkPalaceFish	Text		Pink Palace Fish	
Items/PinkPalaceFishDesc	Text		A pink, odd-looking fish with weirdly shaped fins.	
Items/PinkRoseBouquet	Text		Pink Rose Bouquet	
Items/PinkRoseBouquetDesc	Text		This beautiful bouquet made from pink roses will elevate the look of every room. Give it to someone you like dearly.	
Items/PinkhornPico	Text		Pinkhorn Pico	
Items/PinkhornPicoDesc	Text		This little pink creature is entirely translucent with no visible brain. It seems unbothered being held.	
Items/PlagueDoctorHelm	Text		Plague Mask	
Items/PlagueDoctorHelmDesc	Text		An eerie beaked mask. Its inside reeks of rancid death, yet lets you live to smell it.	
Items/Plank	Text		Plank	
Items/PlankDesc	Text		Wooden slate made for more precise carpentry work.	
Items/PlanterBox	Text		Planter Box	
Items/PlanterBoxDesc	Text		This wide, stone-hewn box holds up three plants for decoration.	
Items/PlayerGrave	Text		Tombstone	
Items/PlayerGraveDesc	Text		Now that the worst is over, use it to decorate!	
Items/PlayingDice	Text		Playing Dice	
